bairro;mun;qt_den 
TRAZENTOS;SAO JOAO DE MERITI;1;
ITAPOA;SAO JOAO DE MERITI;8;
TREZENTOS;SAO JOAO DE MERITI;367;
BACIA DE EDEN;SAO JOAO DE MERITI;8;
COQUEIRINHO;SAO JOAO DE MERITI;1;
VILA NOSSA SENHORA DE FATIMA;SAO JOAO DE MERITI;38;
VALE DA SIMPATIA;SAO JOAO DE MERITI;3;
COPACABANA;SAO JOAO DE MERITI;1;
CHATUBA;SAO JOAO DE MERITI;1;
BELFORD;SAO JOAO DE MERITI;1;
NOVO BRASIL;SAO JOAO DE MERITI;1;
JARDIM IRIS;SAO JOAO DE MERITI;397;
VENDA VELHA;SAO JOAO DE MERITI;305;
PARQUE ELISABETH;SAO JOAO DE MERITI;9;
BOTANICO;SAO JOAO DE MERITI;3;
PRACA DA BANDEIRA;SAO JOAO DE MERITI;2;
PARQUE SAO NICOLAU;SAO JOAO DE MERITI;1103;
PRATA;SAO JOAO DE MERITI;1;
VILA TIRADENTES;SAO JOAO DE MERITI;901;
PARQUE TIETE;SAO JOAO DE MERITI;235;
VILA ROSALI;SAO JOAO DE MERITI;729;
ILHA DO GOVERNADOR;SAO JOAO DE MERITI;1;
SAO MATHEUS;SAO JOAO DE MERITI;10;
ENGENHEIRO BELFORD;SAO JOAO DE MERITI;1081;
CENTRO;SAO JOAO DE MERITI;1806;
ENGENHEIRO BELFORT;SAO JOAO DE MERITI;5;
LARGO DOS TREZENTOS;SAO JOAO DE MERITI;1;
CASTELINHI;SAO JOAO DE MERITI;1;
EDEM;SAO JOAO DE MERITI;11;
VILA DAS ANDORINHAS;SAO JOAO DE MERITI;540;
JARDIM METROPOLIS;SAO JOAO DE MERITI;42;
MURILO COSTA;SAO JOAO DE MERITI;1;
ARARUAMA;SAO JOAO DE MERITI;3;
PARQUE ANALANDIA;SAO JOAO DE MERITI;454;
JARDIM BOTANICO;SAO JOAO DE MERITI;106;
TOMASZINHO;SAO JOAO DE MERITI;1;
JARDIM NOVA CALIFORNIA;SAO JOAO DE MERITI;115;
JARDIM SANTA ROSA;SAO JOAO DE MERITI;212;
SUMARE;SAO JOAO DE MERITI;12;
LARGO DO GUEDES;SAO JOAO DE MERITI;4;
ANALANDIA;SAO JOAO DE MERITI;2;
PEDRINHAS;SAO JOAO DE MERITI;4;
CITROPOLIS;SAO JOAO DE MERITI;1;
JARDIM PARAISO;SAO JOAO DE MERITI;140;
JARDIM SUMARE;SAO JOAO DE MERITI;324;
VILA SAO JOAO;SAO JOAO DE MERITI;766;
FORMOSO;SAO JOAO DE MERITI;1;
PARQUE ARARUAMA;SAO JOAO DE MERITI;459;
CROCHA;SAO JOAO DE MERITI;1;
CAIXA AGUA;SAO JOAO DE MERITI;1;
COVANCA;SAO JOAO DE MERITI;5;
AVISA;LINHARES;1;
PONTE SECA;APERIBE;6;
PALMEIRAS;APERIBE;1;
CENTRO;APERIBE;6;
PINHEIROS;APERIBE;1;
CENTRO;CAMPINA VERDE;1;
FUNIL;MIMOSO DO SUL;1;
PRATINHA;MIMOSO DO SUL;1;
SANTA CECILIA;CARIACICA;1;
JARDIM DAS TULIPAS;SOROCABA;1;
ENCRUZILHADA;SANTOS;1;
APARECIDA;SANTOS;1;
BOQUEIRAO;SANTOS;3;
PANTANAL;SANTOS;1;
ALEMOA;SANTOS;1;
JARDIM PONTE ALTA;BARRA MANSA;4;
BARBARA;BARRA MANSA;1;
POMBAL;BARRA MANSA;1;
COLONIA SANTO ANTONIO;BARRA MANSA;9;
MARAJOARA;BARRA MANSA;1;
MANGUEIRA;BARRA MANSA;3;
BOCAININHA;BARRA MANSA;1;
SANTA ISABEL;BARRA MANSA;1;
ANO BOM;BARRA MANSA;26;
RIALTO;BARRA MANSA;4;
VILA BRIGIDA;BARRA MANSA;1;
SIDERLANDIA;BARRA MANSA;2;
GETULIO VARGAS;BARRA MANSA;6;
NOVA ESPERANCA;BARRA MANSA;21;
ROSELANDIA;BARRA MANSA;13;
SAO ROQUE;BARRA MANSA;1;
PARAISO;BARRA MANSA;10;
AGUA COMPRIDA;BARRA MANSA;4;
ROZELANDIA;BARRA MANSA;2;
COTIARA;BARRA MANSA;4;
CANTAGALO;BARRA MANSA;1;
SAUDADE;BARRA MANSA;5;
PITEIRAS;BARRA MANSA;8;
VILA CURINGA;BARRA MANSA;1;
GOIABAL;BARRA MANSA;1;
APOSTOLO PAULO;BARRA MANSA;1;
VILA NOVA;BARRA MANSA;18;
VILA MARIA;BARRA MANSA;9;
CUTIARA;BARRA MANSA;1;
METALURGICO;BARRA MANSA;1;
BELMONTE;BARRA MANSA;1;
CENTRO;BARRA MANSA;50;
BOA SORTE;BARRA MANSA;12;
VISTA ALEGRE;BARRA MANSA;17;
FLORIANO;BARRA MANSA;4;
SAO SILVESTRE;BARRA MANSA;2;
SAO FRANCISCO DE ASSIS;BARRA MANSA;8;
SAO DOMINGOS;BARRA MANSA;5;
SAO LUIZ;BARRA MANSA;5;
CAJUEIRO;BARRA MANSA;1;
PACIENCIA;BARRA MANSA;2;
LARANJEIRAS;SERRA;1;
ELDORADO;SERRA;1;
MARINGA;SERRA;1;
CHACARA MARINGA;SERRA;2;
CENTRAL CARAPINA;SERRA;2;
NOVA ALMEIDA;SERRA;2;
LINHA VERDE;SALVADOR;1;
FAZENDA GRANDE DO RETIRO;SALVADOR;3;
PITUBA;SALVADOR;2;
AFLITOS;SALVADOR;1;
CABULA;SALVADOR;1;
IMBUI;SALVADOR;1;
PARALELA;SALVADOR;1;
BOCA DO RIO;SALVADOR;1;
ITAPOA;SALVADOR;1;
ITAOCA;ITAPEMIRIM;1;
CENTRO;CABACEIRAS;1;
ACAU;GOIANA;1;
SAO MIGUEL;SAO LEOPOLDO;1;
NITEROI;SANTA MARGARIDA;1;
VILA GENI;ITAGUAI;16;
26/dez;ITAGUAI;1;
RETIRO DO;ITAGUAI;1;
QUISSAMA;ITAGUAI;2;
BEIRA MAR;ITAGUAI;42;
BIRAPITANGA;ITAGUAI;2;
PIRANEMA;ITAGUAI;39;
RESIDENCIAL;ITAGUAI;1;
CARAVELA;ITAGUAI;2;
ENGENHO;ITAGUAI;577;
IRAPITANGA;ITAGUAI;1;
XAPERO;ITAGUAI;4;
BRISOMAR;ITAGUAI;1;
LEANDRO;ITAGUAI;31;
VILA MARGARIDA;ITAGUAI;145;
WEDA;ITAGUAI;1;
MAZOMBINHA;ITAGUAI;1;
MANGUEIRA;ITAGUAI;24;
CIDADE NOVA;ITAGUAI;3;
SANTA CANDIDO;ITAGUAI;1;
ILHA DA MADEIRA;ITAGUAI;25;
SANTA CANDIDA;ITAGUAI;25;
TEIXEIRAS;ITAGUAI;103;
DO ENGENHO;ITAGUAI;1;
MURIQUI;ITAGUAI;1;
ITACURUCA;ITAGUAI;1;
ESTRELA CEU;ITAGUAI;75;
FIQUEIRA;ITAGUAI;1;
ARAPUCAIA;ITAGUAI;1;
PORTO DE SEPETIBA;ITAGUAI;1;
JAPERO;ITAGUAI;3;
CHAPERO;ITAGUAI;178;
IPIRAPITANGA;ITAGUAI;2;
MAZOMBA;ITAGUAI;65;
BRISAMAR;ITAGUAI;106;
ILHA DA MEDEIRA;ITAGUAI;1;
VINTE SEIS DE DEZEMBRO;ITAGUAI;14;
SAO MIGUEL;ITAGUAI;5;
PARQUE PRIMAVERA;ITAGUAI;43;
TEIXERA;ITAGUAI;1;
VILA GENNY;ITAGUAI;1;
MONT FERRACO;ITAGUAI;1;
DELAMAR;ITAGUAI;2;
CIDADE INDUSTRIAL;ITAGUAI;7;
VILA PARAISO;ITAGUAI;15;
SEROPEDICA;ITAGUAI;21;
COROA GRANDE;ITAGUAI;137;
VALAO DOS BOIS;ITAGUAI;1;
AMENDOEIRA;ITAGUAI;41;
ICHAPERO;ITAGUAI;1;
BRISA MAR;ITAGUAI;228;
BRISA-MAR;ITAGUAI;1;
CANTAO;ITAGUAI;4;
JARDIM ITAGUAIMAR;ITAGUAI;112;
MANILHA;ITAGUAI;1;
ILHA DOS MARTINS;ITAGUAI;1;
CHAPORO;ITAGUAI;1;
PRAIA COROA GRANDE;ITAGUAI;2;
NAZARE;ITAGUAI;1;
IBIRABITANGA;ITAGUAI;1;
SASE;ITAGUAI;2;
CAFON;ITAGUAI;1;
CACAO;ITAGUAI;2;
ARIBICAO;ITAGUAI;1;
CARVAO;ITAGUAI;3;
SANTANA;ITAGUAI;113;
CALOFORNIA;ITAGUAI;1;
CENTRO;ITAGUAI;334;
IBIRAPIITANGA;ITAGUAI;2;
JARDIM WEDA;ITAGUAI;13;
GRABABE;ITAGUAI;1;
FRONTAL DAS ILHAS;ITAGUAI;3;
JAMELAO;ITAGUAI;5;
ITO;ITAGUAI;1;
ITIMIRIM;ITAGUAI;1;
IBITUPORANGA;ITAGUAI;3;
CAHAPERO;ITAGUAI;1;
JARDIMAR;ITAGUAI;1;
CACADOR;ITAGUAI;2;
RIO VARZEA;ITAGUAI;1;
IBIRAPETINGA;ITAGUAI;1;
ESTRALA DO CEU;ITAGUAI;3;
BRIZAMAR;ITAGUAI;6;
PADRE ENGENHO;ITAGUAI;1;
JARDIM MAR;ITAGUAI;8;
IBIRAPITANGA;ITAGUAI;26;
CALIFORNIA;ITAGUAI;105;
ESTRELA DO CEU;ITAGUAI;29;
VILA CALIFORNIA;ITAGUAI;1;
ITAMAR;ITAGUAI;1;
PIRAPITANGA;ITAGUAI;3;
AMENDOREIRA;ITAGUAI;1;
AGROVILA CHAPERO;ITAGUAI;1;
ITAGUAI;ITAGUAI;5;
PEDREIRA;ITAGUAI;2;
PONTE PRETA;ITAGUAI;34;
TEXEIRA;ITAGUAI;7;
RIO DO CACAO;ITAGUAI;2;
MARGARIDA;ITAGUAI;2;
SOMEL;ITAGUAI;6;
VILAR DOS COQUEIROS;ITAGUAI;6;
SAO SALVADOR;ITAGUAI;37;
PARQUE PARAISO;ITAGUAI;17;
IBIRAPITANGA DOIS;ITAGUAI;1;
VISCONDE DE ITABORAI;ITAGUAI;1;
PARQUE DOM BOSCO;ITAGUAI;6;
MONTE SERRAT;ITAGUAI;54;
ENEGENHO;ITAGUAI;1;
DISTRITO INDUSTRIAL DOIS;CARMO DO CAJURU;1;
CENTRO;SOLANEA;1;
IMBURO;MACAE;2;
BICUDA GRANDE;MACAE;1;
BOTAFOGO;MACAE;6;
PLANALTO DA AJUDA;MACAE;4;
CAVALHEIROS;MACAE;1;
GUARATIBA;MACAE;1;
AEROPORTO;MACAE;8;
MALVINA;MACAE;6;
GLICERIO;MACAE;1;
NOVO BOTAFOGO;MACAE;3;
NOVA AROEIRAS;MACAE;1;
PIABETA;MACAE;1;
LAGOA;MACAE;2;
AJUDA DE BAIXO;MACAE;2;
BARRA DO SANA;MACAE;1;
ENGENHO DA PRAIA;MACAE;1;
MORRO SAO JORGE;MACAE;1;
MARINGA;MACAE;1;
AROEIRA;MACAE;8;
PARQUE    CAMPISTA;MACAE;16;
CRUZEIRO;MACAE;2;
UBAIS;MACAE;1;
SAO JOSE DO BARRETO;MACAE;4;
NOSSA SENHORA DA AJUDA -IMBURO;MACAE;1;
AROEIRAS;MACAE;16;
FRONTEIRA;MACAE;7;
ALMIRANTE DA LAGOA;MACAE;3;
CARAPEBUS;MACAE;2;
NOVO VISCONDE;MACAE;2;
OLEO;MACAE;2;
NOVA MACAE;MACAE;1;
FRADE;MACAE;2;
GRANJA CAVALHEIRO;MACAE;1;
IBETIBA;MACAE;1;
CORREGO TOURO;MACAE;2;
LAGOMAR;MACAE;44;
BOSQUE  AZUL;MACAE;1;
PARQUE AEROPORTO;MACAE;61;
CHATUBA;MACAE;1;
AGUAS MARAVILHOSAS;MACAE;1;
MIRAMAR;MACAE;6;
CAJUEIROS;MACAE;22;
BICUDA GRANDE DUAS BARRAS;MACAE;1;
HORTO;MACAE;1;
COSMORAMA;MACAE;1;
CENTRO;MACAE;78;
LAGO MAR;MACAE;1;
RIVIERA FLUMINENSE;MACAE;5;
NOVA HOLANDA;MACAE;22;
VILA BADEJO;MACAE;2;
MALVINAS;MACAE;8;
GLORIA;MACAE;10;
TRAPICHE;MACAE;1;
ARUEIRA;MACAE;1;
GRANJA CAVALEIRO;MACAE;1;
BARRA;MACAE;22;
IMBETIBA;MACAE;1;
VISCONDE DE  ARAUJO;MACAE;18;
MACAE;MACAE;1;
SANA;MACAE;19;
BARRA DE MACAE;MACAE;17;
AROREIRA;MACAE;1;
ARAIAL DO SANA;MACAE;2;
SURUI;MACAE;1;
AROREIRAS;MACAE;1;
MATAE;MACAE;1;
UBATIBA;MACAE;1;
BARRETO;MACAE;5;
CAVALEIROS;MACAE;6;
VILA JOSE DE CARVALHO;MIRACEMA;2;
PONTILHAO DO ROSA;MIRACEMA;1;
SERENO;MIRACEMA;1;
DEMETRIO;MIRACEMA;1;
VIRADOURO;MIRACEMA;4;
CENTRO;MIRACEMA;6;
JOVE;MIRACEMA;1;
CRUZEIRO;MIRACEMA;6;
NOSSA SENHORA DE FATIMA;MIRACEMA;1;
SEABE;MIRACEMA;1;
CANAL;MACUCO;1;
PARAISO;MACUCO;1;
PIABETA;MACUCO;1;
RETA;MACUCO;1;
CENTRO;MACUCO;1;
LARANJAIS;ITAOCARA;1;
JAGUAREMBE;ITAOCARA;1;
BARRO FLORESTAL;ITAOCARA;1;
VALAO DO BARRO;ITAOCARA;1;
CERJ;ITAOCARA;1;
CENTRO;ITAOCARA;10;
SARDINHA;ITAOCARA;1;
PORTELA;ITAOCARA;3;
CAXIAS;ITAOCARA;1;
CIDADE NOVA;ITAOCARA;2;
CARMO LIMA;SAO LOURENCO;1;
BTN3;PAULO AFONSO;1;
VILA SIRIGIR;SAO VICENTE FERRER;1;
PRESIDENTE;MATOZINHOS;2;
CACHOEIRA ALEGRE;BARAO DE MONTE ALTO;2;
DISTRITO;BARAO DE MONTE ALTO;1;
ITAITU;NITEROI;1;
VIRADOURO;NITEROI;2;
PIEDADE;NITEROI;7;
CALABOCA;NITEROI;3;
ENGENHO DO  MATO;NITEROI;66;
PIRATINIGA;NITEROI;4;
RECANTO ITAPUACU;NITEROI;2;
ITITIOCA;NITEROI;129;
BALDEADOR;NITEROI;412;
CACHOEIRAS;NITEROI;12;
SAO  DOMINGOS;NITEROI;1;
SOTER;NITEROI;3;
GRAGOATA;NITEROI;23;
ENGENHEIRO PEDREIRA;NITEROI;62;
PIRANTININGA;NITEROI;1;
ITAIPO;NITEROI;1;
PENTOTIBA;NITEROI;1;
REALENGO;NITEROI;1;
BARRETOS;NITEROI;1173;
CAFUVA;NITEROI;1;
ITAIPU;NITEROI;1343;
SAO FRANCISCO CACHOEIRA;NITEROI;5;
SANTA BARBARA;NITEROI;196;
ITACOATIARA;NITEROI;36;
FAZENDINHA;NITEROI;2;
CUBAO;NITEROI;1;
PIRATININGA;NITEROI;1553;
MARIA PAULA;NITEROI;357;
LAGOINHA;NITEROI;1;
TRIBOBO;NITEROI;2;
FIGUEIRA;NITEROI;30;
PIRATINGA;NITEROI;5;
ARGEU;NITEROI;1;
SALGUEIRO;NITEROI;1;
MURIQUI;NITEROI;1;
SANTA ISABEL;NITEROI;3;
VILA PROGRESSO;NITEROI;32;
VENDA DA CRUZ;NITEROI;46;
CHIQUE;NITEROI;1;
CARAMUJO;NITEROI;1739;
JOCKEI;NITEROI;1;
SANTA ROSA;NITEROI;1987;
CAMPOS DO GRAVATA;NITEROI;1;
ITAUPU;NITEROI;4;
CHARITAS;NITEROI;1786;
JURURUBA;NITEROI;1;
MARAVISTA;NITEROI;86;
ALMERINDA;NITEROI;1;
VARZEA DAS MOCAS;NITEROI;29;
MARTINS;NITEROI;1;
SACRAMENTO;NITEROI;1;
CAFUBA;NITEROI;80;
JOQUEY;NITEROI;1;
ITAIPUACU;NITEROI;18;
JURUJUBA;NITEROI;402;
INOA;NITEROI;3;
ILHA DA CONCEICAO;NITEROI;455;
JOQUEI;NITEROI;1;
RIO DO OURO;NITEROI;104;
PENDODINHA;NITEROI;1;
BADU;NITEROI;852;
COLUBANDE;NITEROI;1;
PIRTATININGA;NITEROI;1;
INGA;NITEROI;724;
CASTRO;NITEROI;1;
BOA ESPERANCA;NITEROI;1;
CAMPO NOVO;NITEROI;4;
VICOSO;NITEROI;1;
VISOSO JARDIM;NITEROI;7;
LEOPOLDINA;NITEROI;3;
CUBANGO;NITEROI;515;
MAR ALEGRE;NITEROI;2;
PACHECO;NITEROI;1;
PIRATIMINGA;NITEROI;1;
PENOTIBA;NITEROI;1;
SAO LORENCO;NITEROI;1;
PAINEIRAS;NITEROI;2;
ITAPUACU;NITEROI;1;
SAO FRANCISCO;NITEROI;838;
CANTAGALO;NITEROI;31;
IGIOCA;NITEROI;1;
MACEIO;NITEROI;152;
SAPE;NITEROI;885;
TENENTE JARDIM;NITEROI;127;
MARICA;NITEROI;1;
SAO LOURENCO;NITEROI;377;
EGENHOCA;NITEROI;1;
CUBANDO;NITEROI;1;
BENFICA;NITEROI;1;
ITAIUPU;NITEROI;2;
IGREJINHA;NITEROI;1;
PAPUCAIA;NITEROI;1;
CHATUBA;NITEROI;1;
MARAMBAIA;NITEROI;1;
ITAQUATIARA;NITEROI;3;
ENGENHO DO MATO;NITEROI;107;
BOA VIAGEM;NITEROI;24;
MARTIN TORRES;NITEROI;24;
MARALEGRE;NITEROI;24;
VITAL BRASIL;NITEROI;8;
CUBAMGO;NITEROI;3;
LARGO DA BATALHA;NITEROI;763;
MANILHA;NITEROI;3;
FATIMA;NITEROI;132;
INGUA;NITEROI;1;
BALDIADOR;NITEROI;3;
ENJOCA;NITEROI;1;
ENGENHOCA;NITEROI;1354;
SANTANA;NITEROI;106;
COVA DA ONCA;NITEROI;3;
PONDOTIBA;NITEROI;1;
CENTRO;NITEROI;2160;
IPIRANGA;NITEROI;1;
ATALAIA;NITEROI;265;
IATIPU;NITEROI;1;
CAMBOINHAS;NITEROI;19;
PORTO VELHO;NITEROI;1;
CAMARAO;NITEROI;1;
CARQAMUJO;NITEROI;1;
CARANGUEIRO;NITEROI;1;
SITIO DE FERRO;NITEROI;1;
MATA PACA;NITEROI;52;
CATAGALO;NITEROI;1;
CATUBA;NITEROI;1;
CHARISTAS;NITEROI;1;
LOURENCO;NITEROI;1;
CARAMUJOS;NITEROI;1;
PENDOTIBA;NITEROI;749;
ITAIOCAIA;NITEROI;1;
ICARAI;NITEROI;1787;
JACARE;NITEROI;4;
ARSENAL;NITEROI;1;
BELTRAO;NITEROI;2;
MORRO DO CEU;NITEROI;1;
MANAN;NITEROI;1;
VITAL BRAZIL;NITEROI;67;
PONTA AREIA;NITEROI;6;
GRADIM;NITEROI;1;
FONSECA;NITEROI;4167;
PONTE VELHA;NITEROI;1;
NOVO MEXICO;NITEROI;9;
MANILHA ITABORAI;NITEROI;1;
PIRATIINGA;NITEROI;1;
PIRATININGUA;NITEROI;1;
NITEROI;NITEROI;4;
SAO DOMINGOS;NITEROI;656;
BRASILIA;NITEROI;1;
ALCANTARA;NITEROI;3;
IPIRATININGA;NITEROI;5;
MARAZUL;NITEROI;14;
PRATININGA;NITEROI;1;
PREVENTORIO;NITEROI;2;
PALMEIRA;NITEROI;1;
NEVES;NITEROI;4;
SAO CRISTOVAO;RIO DAS OSTRAS;6;
FLORESTA DAS GAIVOTAS;RIO DAS OSTRAS;1;
CIDADE PARIANA;RIO DAS OSTRAS;1;
PRAIA DA ANCORA;RIO DAS OSTRAS;3;
EXTENSAO DO BOSQUE;RIO DAS OSTRAS;9;
BEIRA MAR;RIO DAS OSTRAS;6;
COSTA DO SOL;RIO DAS OSTRAS;2;
BOTAFOGO;RIO DAS OSTRAS;1;
CANTINHO DO MAR;RIO DAS OSTRAS;3;
NOVA ALIANCA;RIO DAS OSTRAS;18;
ENSEADA;RIO DAS OSTRAS;3;
MAR DO NORTE;RIO DAS OSTRAS;4;
REMANSO;RIO DAS OSTRAS;2;
JARDIM MARILEIA;RIO DAS OSTRAS;13;
MARILEA;RIO DAS OSTRAS;1;
ROCHA LEAO;RIO DAS OSTRAS;9;
NOVA ESPERANCA;RIO DAS OSTRAS;26;
SERRA-MAR;RIO DAS OSTRAS;1;
ORTENCIAS;RIO DAS OSTRAS;1;
JARDIM MIRAMAR;RIO DAS OSTRAS;11;
PENHA;RIO DAS OSTRAS;1;
ANCORA;RIO DAS OSTRAS;58;
BARRA DE SAO JOAO;RIO DAS OSTRAS;2;
COSTA AZUL;RIO DAS OSTRAS;27;
LIBERDADE;RIO DAS OSTRAS;29;
SERRAMAR;RIO DAS OSTRAS;8;
VILAGE;RIO DAS OSTRAS;4;
RESIDENCIAL CAMPIMG DO BOSQUE;RIO DAS OSTRAS;2;
OPERARIO;RIO DAS OSTRAS;4;
BALNEARIO REMANSO;RIO DAS OSTRAS;1;
TERRA FIRME;RIO DAS OSTRAS;5;
CENTRO;RIO DAS OSTRAS;74;
ENSEADA PRAIA MAR;RIO DAS OSTRAS;1;
OURO VERDE;RIO DAS OSTRAS;2;
SAO JOAO;RIO DAS OSTRAS;1;
CHACARA MARILEIA;RIO DAS OSTRAS;4;
BELA VISTA;RIO DAS OSTRAS;2;
CIDADE PRAIANA;RIO DAS OSTRAS;65;
CANTAGALO;RIO DAS OSTRAS;1;
JARDIM BELA VISTA;RIO DAS OSTRAS;5;
RECREIO;RIO DAS OSTRAS;2;
LOTEAMENTO CASA GRANDE;RIO DAS OSTRAS;1;
PEROBA;RIO DAS OSTRAS;1;
PALMITAL;RIO DAS OSTRAS;12;
PRAIA MAR;RIO DAS OSTRAS;2;
MARILEIA;RIO DAS OSTRAS;7;
BOSQUE;RIO DAS OSTRAS;1;
CLAUDIO RIBEIRO;RIO DAS OSTRAS;4;
PRAIAMAR;RIO DAS OSTRAS;1;
NOVA CIDADE;RIO DAS OSTRAS;43;
BOSQUE BEIRA RIO;RIO DAS OSTRAS;2;
RECANTO;RIO DAS OSTRAS;19;
JABUATAO DO GUARARAPE;ALAGOINHA;1;
CENTRO;MUQUI;4;
PIRAJUCARA;TABOAO DA SERRA;1;
VISCONDE DE MAUA;BOCAINA DE MINAS;1;
MIRANTAO;BOCAINA DE MINAS;2;
MIRANDAO;BOCAINA DE MINAS;1;
AGROBRASIL;CACHOEIRAS DE MACACU;13;
BOA VISTA;CACHOEIRAS DE MACACU;3;
TABOADA;CACHOEIRAS DE MACACU;1;
PAPUCAIA;CACHOEIRAS DE MACACU;92;
PAPAUCAIA;CACHOEIRAS DE MACACU;3;
JACUIBA;CACHOEIRAS DE MACACU;2;
PAPUCAI;CACHOEIRAS DE MACACU;1;
CAPUCAIA;CACHOEIRAS DE MACACU;1;
CIDADE ALTA;CACHOEIRAS DE MACACU;4;
ITAPERITI;CACHOEIRAS DE MACACU;1;
SANTANA DE JAPUIBA;CACHOEIRAS DE MACACU;4;
CANGURI;CACHOEIRAS DE MACACU;1;
JAPUIBA;CACHOEIRAS DE MACACU;27;
SAO JOSE DA BOA MORTE;CACHOEIRAS DE MACACU;6;
TUIM;CACHOEIRAS DE MACACU;1;
CASCALHA;CACHOEIRAS DE MACACU;2;
BOCA DO MATO;CACHOEIRAS DE MACACU;8;
SANTA MONICA;CACHOEIRAS DE MACACU;1;
SETENTA;CACHOEIRAS DE MACACU;1;
CASTALIA;CACHOEIRAS DE MACACU;1;
GAMBURI;CACHOEIRAS DE MACACU;1;
ESTREITO;CACHOEIRAS DE MACACU;3;
BOCAINA;CACHOEIRAS DE MACACU;1;
SANTO ANTONIO;CACHOEIRAS DE MACACU;2;
PORTO TABOADO;CACHOEIRAS DE MACACU;1;
CAMBURI DE BAIXO;CACHOEIRAS DE MACACU;2;
VECK;CACHOEIRAS DE MACACU;1;
GANGURI DE CIMA;CACHOEIRAS DE MACACU;3;
PARQUE SANTA LUIZA;CACHOEIRAS DE MACACU;1;
PARADA MODELO;CACHOEIRAS DE MACACU;2;
JATUIBA;CACHOEIRAS DE MACACU;1;
RODIA;CACHOEIRAS DE MACACU;1;
CENTRO;CACHOEIRAS DE MACACU;31;
QUIZANGA;CACHOEIRAS DE MACACU;2;
VALERIO;CACHOEIRAS DE MACACU;8;
SAPUCAIA;CACHOEIRAS DE MACACU;4;
MARAPORAN;CACHOEIRAS DE MACACU;3;
POCO VERDE;CACHOEIRAS DE MACACU;1;
CASTALHA;CACHOEIRAS DE MACACU;2;
GUAPIACU;CACHOEIRAS DE MACACU;4;
VARZEA;CACHOEIRAS DE MACACU;2;
GOIABAL;CACHOEIRAS DE MACACU;4;
BOQUEIRAO;CACHOEIRAS DE MACACU;1;
BOAVISTA;CACHOEIRAS DE MACACU;1;
JAPUIVA;CACHOEIRAS DE MACACU;1;
PARQUE RIBEIRA;CACHOEIRAS DE MACACU;5;
JAPUIDA;CACHOEIRAS DE MACACU;1;
SAO  FRANCISCO DE ASSIS;CACHOEIRAS DE MACACU;1;
BASTIANA;CACHOEIRAS DE MACACU;1;
VENEZA;CACHOEIRAS DE MACACU;2;
SANTA LUIZA;CACHOEIRAS DE MACACU;3;
FELICIDADE;CACHOEIRAS DE MACACU;2;
PATUCAIA;CACHOEIRAS DE MACACU;1;
FUNCHAL;CACHOEIRAS DE MACACU;1;
SEBASTIAO MENDES;CACHOEIRAS DE MACACU;1;
RIBEIRA;CACHOEIRAS DE MACACU;15;
VILA PRESIDENTE KENNEDY;BETIM;1;
CAPELINHA;BETIM;1;
ARRAIAS;MARATAIZES;2;
ALTO DE MARATAIZES;MARATAIZES;1;
LIDICE;RIO CLARO;3;
ESTACAO;RIO CLARO;1;
PASSA TRES;RIO CLARO;6;
CENTRO;RIO CLARO;8;
MORRO DO ESTADO;RIO CLARO;1;
LIBICE;RIO CLARO;1;
ESTACAO DA;RIO CLARO;2;
LIDECE;RIO CLARO;1;
FAZENDA DA GRAMA;RIO CLARO;5;
CONJ VERA CRUZ;ALAGOA GRANDE;1;
CENTRO;SAO BENEDITO;2;
BOSQUE DE GERIBA;ARMACAO DE BUZIOS;2;
CAPAO;ARMACAO DE BUZIOS;4;
TUCOES;ARMACAO DE BUZIOS;2;
PORTO DO CARRO;ARMACAO DE BUZIOS;1;
JERIBA;ARMACAO DE BUZIOS;2;
JOSE GONCALVES;ARMACAO DE BUZIOS;5;
CRUZEIRO;ARMACAO DE BUZIOS;10;
SAO JOSE;ARMACAO DE BUZIOS;4;
CRUZEIRO RASA;ARMACAO DE BUZIOS;1;
GERIBA;ARMACAO DE BUZIOS;26;
SANTO ANTONIO;ARMACAO DE BUZIOS;1;
TARTARUGA;ARMACAO DE BUZIOS;4;
JOAO FERNANDES;ARMACAO DE BUZIOS;3;
VILA CARANGA;ARMACAO DE BUZIOS;7;
VILA VERDE;ARMACAO DE BUZIOS;10;
CEMBRACAS;ARMACAO DE BUZIOS;4;
MANGUINHOS;ARMACAO DE BUZIOS;40;
TUCUNS;ARMACAO DE BUZIOS;8;
CAMINHO DE BUZIOS;ARMACAO DE BUZIOS;1;
BAIA FORMOSA;ARMACAO DE BUZIOS;1;
PRAIA DOS OSSOS;ARMACAO DE BUZIOS;6;
FERRADURINHA;ARMACAO DE BUZIOS;2;
CENTRO;ARMACAO DE BUZIOS;70;
SEMBRACA;ARMACAO DE BUZIOS;2;
RAZA;ARMACAO DE BUZIOS;3;
PROGRESSO;ARMACAO DE BUZIOS;1;
FERRADURA;ARMACAO DE BUZIOS;4;
BUZIOS;ARMACAO DE BUZIOS;1;
FIMBRASAS;ARMACAO DE BUZIOS;1;
PRAIA BRAVA;ARMACAO DE BUZIOS;5;
ALDEIA;ARMACAO DE BUZIOS;1;
RASA;ARMACAO DE BUZIOS;14;
TACUNS;ARMACAO DE BUZIOS;1;
ALTA DA RASA;ARMACAO DE BUZIOS;2;
CARAVELAS;ARMACAO DE BUZIOS;1;
SAO SEBASTIAO;ITAJUBA;1;
